class,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
XGBRegressor,20,17280,864,864,0.0,5.011574074074074,3.587962962962963,6.134259259,0.744798636,5.011574074074074,3.587962962962963,6.134259259,0.744798636,3,3,0,0.1666666666666666,1.1294249262136609,0.00049805,4.740105139462884,1.171361653588347,6.441621155282445,0.2299422903016497,26.75662670469045,5.950348780197414,0.0,0,0,0,2.9,1,3,0.4358898943540674,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1673435879217511,0,0,0.1985152433458726
HUBERREGRESSOR,10,10361,1037,1036,0.3,5.163552793736015,4.536679536679537,5.791505791505792,0.4902861515433825,5.163552793736015,4.536679536679537,5.791505791505792,0.4902861515433825,8,8,0,0.1666666666666666,1.4749913661866558,3.324338128842761e-07,5.048683911222811,0.6855559107356762,11.405662801797366,1.188201932605045,32.975047702745165,2.2934501892303585,0.0,0,0,0,5.6,3,6,0.916515139,7.0,7,7,0.0,8.0,8,8,0.0,3,3,3,0,1,1,1,0,4,4,4,0,0.010481425,345,2,0.0
XGBRegressor,15,14011,935,934,0.2494438257849293,4.946191986625291,3.8502673796791447,5.888650963597431,0.6901073143084594,4.946191986625291,3.8502673796791447,5.888650963597431,0.6901073143084594,4,4,0,0.5,0.0876766,6.640235250739857e-07,1.8486496224048568,0.2586626564019065,1.4153163081460425,0.5997884747273989,2.1034116824381663,0.1135480843328164,0.0,0,0,0,3.066666666666667,2,4,0.4422166387140532,3.066666666666667,3,4,0.2494438257849294,3.933333333333333,3,4,0.2494438257849294,0,0,0,0,0,0,0,0,3,3,3,0,0.023254703,934,2,0.5004024235381879
LASSO,10,13821,1383,1382,0.3,4.970705894294268,4.196816208393632,5.933429811866859,0.475738075,4.970705894294268,4.196816208393632,5.933429811866859,0.475738075,3,2,1,0.1666666666666666,0.2412596574577836,0.011308473,0.5467826296924366,0.071962726,1.135783838789066,0.3256903935632684,1.384447444454451,0.1301031111806279,1.0,1,1,0,1.0,1,1,0.0,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.07694282,0,0,0.0
HUBERREGRESSOR,5,24191,4839,4838,0.3999999999999999,5.006003567028641,4.671351798263745,5.436130632492766,0.270429038,5.006003567028641,4.671351798263745,5.436130632492766,0.270429038,5,5,0,0.1666666666666666,0.8161885353009579,0.017257984,1.9230367869916496,0.2456783560117822,3.898894808819873,1.1981175700739433,8.193328506,0.9266751847936128,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1550451515012762,0,0,0.0
LinearSVR,10,17280,1728,1728,0.0,4.965277777777778,4.282407407407407,5.844907407407407,0.4540519732854868,4.965277777777778,4.282407407407407,5.844907407407407,0.4540519732854868,7,7,0,0.1666666666666666,1.4707605914088964,1.5901936929423614e-05,4.653740687091168,0.7165499335238765,10.58557541721509,1.1070819509845629,27.64471478154648,3.617639116411784,0.0,0,0,0,5.8,4,6,0.6,6.1,6,7,0.3,7.0,7,7,0.0,3,3,3,0,1,1,1,0,3,3,3,0,0.010926306,1727,3,0.5004024235381879
LinearSVR,20,38001,1901,1900,0.2179449471770336,4.965651042387663,3.947368421052632,5.7368421052631575,0.4886464720319975,4.965651042387663,3.947368421052632,5.7368421052631575,0.4886464720319975,6,6,0,0.1666666666666666,2.890227031965733,1.758324564333355e-05,5.278244429721833,0.4875152444522508,18.669880524251745,0.1445095628777291,36.47863758079357,2.8169734063369467,0.0,0,0,0,4.85,1,6,0.9096702699330128,5.0,5,5,0.0,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.014890414,0,0,0.1985152433458726
HUBERREGRESSOR,15,12661,845,844,0.2494438257849294,4.999635435654393,3.909952606635071,6.6350710900473935,0.6804272934635173,4.999635435654393,3.909952606635071,6.6350710900473935,0.6804272934635173,3,3,0,0.5,0.1303868635016817,0.003132609,0.2921773557719222,0.001253557,0.3706788275744541,0.018423663,0.6280222192024962,0.001443947,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.4519243843891669,0,0,0.0
XGBRegressor,5,27646,5530,5529,0.3999999999999999,5.161701068539808,4.773960216998192,5.425935973955507,0.2334827427772695,5.161701068539808,4.773960216998192,5.425935973955507,0.2334827427772695,1,0,1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.067713298,0,0,0.5004024235381879
HUBERREGRESSOR,10,42041,4205,4204,0.3,4.935667972634635,4.186489058039962,5.542340627973359,0.3848832595193277,4.935667972634635,4.186489058039962,5.542340627973359,0.3848832595193277,3,3,0,0.1666666666666666,2.2103825807763835,0.1303756551959672,3.1105124179711487,0.000878579,12.473876206395834,6.556413344737464,16.056583828144117,0.012435708,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.070886643,0,0,0.0
XGBRegressor,5,27646,5530,5529,0.3999999999999999,5.060402539691262,4.865255923313439,5.190812081750769,0.1183691247843538,5.060402539691262,4.865255923313439,5.190812081750769,0.1183691247843538,2,2,0,0.1666666666666666,1.2432070226918062,0.007498667,4.549315313633048,1.4358726001311384,7.017043602756165,1.2075482456867932,24.31104534078985,6.834194035150451,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.1578099859339501,0,0,0.0
XGBRegressor,10,11520,1152,1152,0.0,4.895833333333334,3.6458333333333335,5.902777777777778,0.6428301590824173,4.895833333333334,3.6458333333333335,5.902777777777778,0.6428301590824173,6,5,1,0.5,2.3641117814729453,0.00027028,4.565437641738332,0.69624486,10.917803784065846,0.06620542,25.15597429052032,4.2267927214529495,1.0,1,1,0,3.6,0,6,2.0099751242241783,5.3,5,6,0.458257569,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.055013887,0,0,0.6730116670092565
XGBRegressor,10,24191,2420,2419,0.3,5.055584405823047,4.299297230260438,5.746176105828855,0.4222209200531036,5.055584405823047,4.299297230260438,5.746176105828855,0.4222209200531036,3,3,0,0.1666666666666666,1.5486673236134247,0.014190256,4.502271089874558,1.2108037707698809,8.418688567337247,0.2044249814870733,25.30612468013724,6.217464762872778,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1611619519709121,0,0,0.0
XGBRegressor,15,17280,1152,1152,0.0,4.94212963,3.125,6.857638888888889,0.8939801628392369,4.94212963,3.125,6.857638888888889,0.8939801628392369,6,6,0,0.1666666666666666,2.490601291138954,0.001329836,5.020490563183225,0.6566147482808027,11.290657557819964,0.1066937701023831,30.85701822177668,4.563176345774866,0.0,0,0,0,5.6,5,6,0.4898979485566355,5.0,5,5,0.0,6.0,6,6,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.063081163,0,0,0.0
ELASTICNETCV,5,42046,8410,8409,0.3999999999999999,5.07538339,4.768700202164347,5.505350772889417,0.2566482367206084,5.07538339,4.768700202164347,5.505350772889417,0.2566482367206084,1,1,0,0.1666666666666666,1.050371365,0.084879682,2.4403128707765465,0.0,1.982275141,0.7705048880194583,5.028367556392988,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.016076285,0,0,0.6730116670092565
HUBERREGRESSOR,5,17280,3456,3456,0.0,4.947916666666667,4.600694444444445,5.381944444444445,0.2620192458951799,4.947916666666667,4.600694444444445,5.381944444444445,0.2620192458951799,4,4,0,0.1666666666666666,0.3342245013059465,0.151555623,0.6677680784968583,0.00030789,0.6585773594052917,0.045256832,1.7169821672955303,0.000673223,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1891579562770401,0,0,0.0
XGBRegressor,5,17280,3456,3456,0.0,5.063657407407407,4.600694444444445,5.5844907407407405,0.3278753581994278,5.063657407407407,4.600694444444445,5.5844907407407405,0.3278753581994278,6,5,1,0.1666666666666666,3.4556869673519786,0.014668942,4.783284170826665,0.6744359114726409,16.690359042981964,0.7415587725465094,27.58828030653335,3.594707855875173,1.0,1,1,0,4.4,4,6,0.7999999999999999,4.2,4,5,0.3999999999999999,5.2,5,6,0.3999999999999999,4,4,4,0,2,2,2,0,0,0,0,0,0.012307589,0,0,0.0
LASSO,5,41931,8387,8386,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.1666666666666666,0.1891380245249134,0.020904981,0.301569627,0.0,0.8514999389517846,0.78499989,0.9599107291586976,0.0,0.0,0,0,0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.8953526802386914,0,0,0.0
XGBRegressor,20,42041,2103,2102,0.2179449471770336,5.016532044069163,4.471931493815414,6.1845861084681255,0.3866368609033596,5.016532044069163,4.471931493815414,6.1845861084681255,0.3866368609033596,3,3,0,0.1666666666666666,0.1904679824805358,3.531918232235578e-05,2.725048746693352,0.4410840567907406,1.5172641299728005,0.6438080302871998,6.4145349271567165,0.59970416,0.0,0,0,0,2.15,2,3,0.3570714214271425,2.0,1,3,0.5477225575051661,3.0,3,3,0.0,0,0,0,0,0,0,0,0,2,2,2,0,0.017436763,4,4,0.0
XGBRegressor,20,42041,2103,2102,0.2179449471770336,5.059354064896644,4.329210275927688,6.232159847764034,0.5062923362292848,5.059354064896644,4.329210275927688,6.232159847764034,0.5062923362292848,3,3,0,0.1666666666666666,1.2826255356645242,0.00096116,4.748084684610993,1.0545960539590076,6.723459630835672,0.2125321141409011,28.808910267508548,5.709403880300692,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1521782063809007,0,0,0.0
LASSO,10,42041,4205,4204,0.3,5.047454380687212,4.281636536631779,5.994291151,0.3999960487618135,5.047454380687212,4.281636536631779,5.994291151,0.3999960487618135,10,9,1,0.1666666666666666,0.9766478577389196,2.655196582511387e-05,3.732804750942142,0.3543643855064569,6.461641365630422,1.0003933573583073,21.08219536026895,1.6112327048115078,1.0,1,1,0,9.2,9,10,0.4,9.1,9,10,0.3,10.0,10,10,0.0,3,3,3,0,1,1,1,0,5,5,5,0,0.023756128,4205,1051,0.0
XGBRegressor,5,11520,2304,2304,0.0,4.947916666666666,4.513888888888888,5.251736111111112,0.2799395051492555,4.947916666666666,4.513888888888888,5.251736111111112,0.2799395051492555,5,4,1,0.5,2.4028168792086544,0.032885972,4.508813997587892,0.8002779705510388,10.524982225213176,0.1204867074462763,23.913782944066263,4.713063724101247,1.0,1,1,0,3.6,1,5,1.3564659966250536,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.05107495,0,0,0.5004024235381879
HUBERREGRESSOR,15,13816,922,921,0.2494438257849294,4.943477608905408,3.691639522258415,6.514657980456026,0.7588765034120007,4.943477608905408,3.691639522258415,6.514657980456026,0.7588765034120007,3,3,0,0.1666666666666666,0.083464922,0.023671687,0.1573827400876985,0.012235464,1.2332467909769624,0.7536405133094055,1.3461228342100695,0.056012207,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2719965283674474,0,0,0.0
HUBERREGRESSOR,10,14011,1402,1401,0.3,4.967498251198196,3.783012134189864,5.995717344753747,0.7101351939383448,4.967498251198196,3.783012134189864,5.995717344753747,0.7101351939383448,9,9,0,0.5,0.956447096,3.851550153559367e-05,3.753825024200651,0.5047587251036293,6.313830680554158,0.179623546,20.66733446765108,1.999035817990568,0.0,0,0,0,7.9,7,8,0.3,8.1,8,9,0.3,9.0,9,9,0.0,3,3,3,0,1,1,1,0,4,4,4,0,0.2009833246753517,1401,48,0.0
HUBERREGRESSOR,5,10366,2074,2073,0.3999999999999999,4.948832419020134,4.534491075735649,5.351976856316297,0.3187467066594919,4.948832419020134,4.534491075735649,5.351976856316297,0.3187467066594919,5,5,0,0.1666666666666666,0.241064612,0.020606077,0.5750330942456715,0.095813514,0.8599168503440368,0.4379317576524739,1.2117410518562313,0.084503677,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.2450011591578413,0,0,0.0
HUBERREGRESSOR,15,31096,2074,2073,0.2494438257849294,5.058542249984223,4.293294741919923,5.643994211287988,0.39633701,5.058542249984223,4.293294741919923,5.643994211287988,0.39633701,3,3,0,0.1666666666666666,0.05478893,0.002330102,0.1589357269573061,0.018007373,1.1955379607670218,0.7830330845552371,1.326062161543139,0.078229462,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.3135244061253355,0,0,0.0
HUBERREGRESSOR,5,8061,1613,1612,0.4,5.024252391010386,4.525728456292622,6.0173697270471465,0.5150943974128169,5.024252391010386,4.525728456292622,6.0173697270471465,0.5150943974128169,3,3,0,0.5,0.8100540760600194,0.063406811,1.520468770800626,0.007650785,3.170536461407859,1.6263244579627925,5.958487586657847,0.021508752,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.3190792988326509,0,0,0.0
HUBERREGRESSOR,20,27641,1383,1382,0.2179449471770336,4.967242294012576,3.690303907380608,6.2228654124457305,0.5931364739087968,4.967242294012576,3.690303907380608,6.2228654124457305,0.5931364739087968,2,1,1,0.1666666666666666,0.1969568011206138,0.000242666,0.7233346398645714,0.0,1.2294220626032062,1.082423078049842,1.3934223344005898,0.0,1.0,1,1,0,0.65,0,1,0.4769696007084728,1.1,1,2,0.3,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.062535274,0,0,0.6474466390346325
HUBERREGRESSOR,15,20731,1383,1382,0.2494438257849294,5.006998704899512,3.835021707670044,5.933429811866859,0.5711375157353087,5.006998704899512,3.835021707670044,5.933429811866859,0.5711375157353087,2,1,1,0.1666666666666666,0.1488185019044509,2.2242380150695423e-05,0.3645364023644171,0.0,1.167087515233937,0.8458678444257322,1.2640282449130174,0.0,1.0,1,1,0,0.5333333333333333,0,1,0.4988876515698588,1.0666666666666669,1,2,0.2494438257849294,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.032332755,0,0,0.6730116670092565
XGBRegressor,10,17280,1728,1728,0.0,4.884259259,4.282407407407407,5.671296296296297,0.4182710879535337,4.884259259,4.282407407407407,5.671296296296297,0.4182710879535337,5,5,0,0.1666666666666666,1.1077227019732951,1.090737101829008e-08,4.731919571693892,0.9858281191499464,6.098434776864054,0.4910095285122833,27.16419223993968,5.578834245624529,0.0,0,0,0,4.4,4,5,0.4898979485566356,4.4,4,5,0.4898979485566356,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.2235387509867979,0,0,0.0
XGBRegressor,10,38011,3802,3801,0.3,5.032749763656149,4.551433833201789,5.498553012365167,0.2666831179201742,5.032749763656149,4.551433833201789,5.498553012365167,0.2666831179201742,4,4,0,0.1666666666666666,1.4966628977917225,0.006236141,4.498316509353141,0.8193395045969424,7.235583566588888,1.208843414568234,23.261717216371668,4.1664741685151325,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1434905,0,0,0.0
XGBRegressor,15,34560,2304,2304,0.0,5.101273148148149,4.427083333333334,5.859375,0.4015219620069826,5.101273148148149,4.427083333333334,5.859375,0.4015219620069826,5,4,1,0.1666666666666666,1.3589299283465444,0.004718296,4.451126109,0.002479286,6.375137205,0.046100779,23.472899662321627,0.021721245,1.0,1,1,0,1.0666666666666669,0,4,1.7688665548562137,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.048371841,0,0,0.5799151714181009
XGBRegressor,10,34560,3456,3456,0.0,5.130208333333334,4.6875,5.671296296296297,0.2922453703703704,5.130208333333334,4.6875,5.671296296296297,0.2922453703703704,6,5,1,0.1666666666666666,1.4107329436856677,0.003265654,5.160962334174672,0.7635629257517198,5.534177339335182,0.2384250293432059,31.94453347276485,5.106112579012352,1.0,1,1,0,3.0,1,6,2.097617696340304,5.5,5,6,0.5,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.048306464,0,0,0.6730116670092565
LASSO,5,31101,6221,6220,0.3999999999999999,5.051294986,4.725928307346086,5.353697749196142,0.2387566511400764,5.051294986,4.725928307346086,5.353697749196142,0.2387566511400764,5,5,0,0.1666666666666666,1.0323139871751696,0.006015012,2.554601437023379,0.4245036295929731,5.440200732101297,1.1300164602458498,12.308166673235078,2.148089875710681,0.0,0,0,0,4.0,4,4,0.0,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1102452538263695,0,0,0.0
XGBRegressor,20,38001,1901,1900,0.2179449471770337,5.026162130734517,3.842105263157895,5.839032088,0.4169525935126664,5.026162130734517,3.842105263157895,5.839032088,0.4169525935126664,5,5,0,0.1666666666666666,1.679429571504682,0.000177225,4.638371895063434,0.785649575,8.460451750939686,0.6876670827622378,25.708025543778334,4.093458662641483,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1325291074117319,0,0,0.0
XGBRegressor,10,9211,922,921,0.3,5.026685131930067,4.229934924078091,6.188925081433225,0.564936823,5.026685131930067,4.229934924078091,6.188925081433225,0.564936823,5,5,0,0.5,1.8837597050919248,2.347757780463234e-05,4.795264541105621,0.9060174319930848,8.835245746753815,0.017943956,28.38009316380843,5.918817957377745,0.0,0,0,0,4.1,4,5,0.3,4.1,4,5,0.3,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.175006606,0,0,0.0
HUBERREGRESSOR,5,4606,922,921,0.4,4.928364670110062,4.451682953311618,5.428881650380022,0.3922071529800137,4.928364670110062,4.451682953311618,5.428881650380022,0.3922071529800137,2,2,0,1.0,0.066971532,0.007248426,0.1282330337081961,0.010661086,1.2304386633286528,1.1625773711917995,1.3021617120325912,0.02018453,0.0,0,0,0,1.6,1,2,0.4898979485566356,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.2782970490548658,0,0,0.6730116670092565
HUBERREGRESSOR,5,4606,922,921,0.4,5.210760726457378,4.446854663774404,5.971769815418024,0.5243842001017376,5.210760726457378,4.446854663774404,5.971769815418024,0.5243842001017376,4,4,0,0.5,0.2454585183476246,0.016529876,0.60987595,0.087672704,0.7733357804833056,0.350363697,1.3539047221997689,0.1284705964296677,0.0,0,0,0,0.2,0,1,0.4,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1277325334128258,0,0,0.0
HUBERREGRESSOR,10,20731,2074,2073,0.3,4.944306208165694,4.532304725168756,5.788712011577424,0.3850908791772152,4.944306208165694,4.532304725168756,5.788712011577424,0.3850908791772152,5,5,0,0.1666666666666666,0.4913662380326788,0.038952959,1.017745098,0.000844989,1.532706990418181,0.1916634200899043,3.2629970437566107,0.003371924,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.1661429722891257,0,0,0.0
LinearSVR,15,17280,1152,1152,0.0,4.976851851851851,3.5590277777777777,6.076388888888888,0.675126763,4.976851851851851,3.5590277777777777,6.076388888888888,0.675126763,6,6,0,0.1666666666666666,1.4257670216511755,1.2024071181292283e-06,5.164572599705524,0.4625678938758666,8.149961942654455,0.7976579946072699,32.82024223307808,3.268930549893944,0.0,0,0,0,4.933333333333334,4,5,0.2494438257849294,5.133333333333334,5,6,0.339934634,5.8,4,6,0.54160256,2,2,2,0,0,0,0,0,2,2,2,0,0.012636154,3,3,0.2449300267946353
XGBRegressor,20,17280,864,864,0.0,4.936342592592593,3.8194444444444446,5.902777777777778,0.6061489670172255,4.936342592592593,3.8194444444444446,5.902777777777778,0.6061489670172255,3,3,0,0.1666666666666666,1.089693727702599,0.001499403,4.837664021199211,1.190669587979604,6.573126875754332,0.951341702,28.672991865230674,6.264319793605703,0.0,0,0,0,2.9,1,3,0.4358898943540673,2.85,1,3,0.4769696007084728,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2081764367957342,0,0,0.1985152433458726
XGBRegressor,20,17280,864,864,0.0,5.028935185185185,4.050925925925926,6.134259259,0.5459173100826479,5.028935185185185,4.050925925925926,6.134259259,0.5459173100826479,6,6,0,0.1666666666666666,2.190956307,0.0,5.022908875937249,0.493421356,11.928266210306626,0.1025395259268195,30.549510281092804,3.577641231921828,0.0,0,0,0,4.95,3,6,0.497493719,5.15,5,6,0.3570714214271425,5.95,5,6,0.2179449471770336,3,3,3,0,1,1,1,0,1,1,1,0,0.014096898,2,2,0.1985152433458726
HUBERREGRESSOR,15,17280,1152,1152,0.0,5.109953703703704,4.253472222222222,6.336805555555555,0.5886301442107134,5.109953703703704,4.253472222222222,6.336805555555555,0.5886301442107134,8,8,0,0.1666666666666666,3.3855456400713795,3.333737760395441e-06,5.178244287969225,0.4492536237134032,23.77664039450982,0.2179918215937002,37.4420035,2.986349276146029,0.0,0,0,0,6.6,1,7,1.496662954709577,7.133333333333334,7,8,0.339934634,8.0,8,8,0.0,7,7,7,0,5,5,5,0,0,0,0,0,0.011547499,0,0,0.2449300267946353
XGBRegressor,5,12671,2535,2534,0.3999999999999999,5.074584856990297,4.775059194948698,5.288082083662194,0.1845619846171257,5.074584856990297,4.775059194948698,5.288082083662194,0.1845619846171257,3,3,0,0.5,0.1044571204601851,0.018934585,0.2050134533738207,0.000524929,0.3226363106651085,0.044268321,0.5436109982863937,0.000923286,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.4865515882148886,0,0,0.0
XGBRegressor,10,10361,1037,1036,0.3,4.980183034667123,3.667953667953668,6.274131274131274,0.7236433607686358,4.980183034667123,3.667953667953668,6.274131274131274,0.7236433607686358,3,3,0,0.5,0.9811415510299224,0.000556429,4.759708671804559,1.1846449347780814,6.115869880175779,0.668521869,27.51846418933912,6.385845222538364,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.4261042883396899,0,0,0.0
HUBERREGRESSOR,5,10366,2074,2073,0.3999999999999999,4.997011212,4.341534008683068,5.978784956605593,0.5620499854067439,4.997011212,4.341534008683068,5.978784956605593,0.5620499854067439,1,1,0,0.5,0.3743203019862595,0.0040299,1.8239535882290827,0.0,1.7172147401519269,1.195557077,3.264459815397165,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.017793195,0,0,0.5004024235381879
XGBRegressor,5,6911,1383,1382,0.4000000000000001,5.078851842666742,3.907380607814761,7.091172214182344,1.139839861581119,5.078851842666742,3.907380607814761,7.091172214182344,1.139839861581119,4,3,1,0.5,1.8892919410393805,0.028467554,4.659324756,0.000759862,10.31366990739937,1.344033172669702,26.43199650715401,0.005736502,1.0,1,1,0,2.2,1,4,1.469693845669907,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1275054102384204,0,0,0.6730116670092565
LinearSVR,10,38011,3802,3801,0.3,4.951194355,4.498816101026046,5.761641673243883,0.3536571654587452,4.951194355,4.498816101026046,5.761641673243883,0.3536571654587452,9,8,1,0.1666666666666666,1.3570705865643018,6.641085392989984e-06,3.4967527982470963,0.4598047269506692,7.981290325419944,0.5265929813833199,17.94010339113571,1.8246798203821784,1.0,1,1,0,7.7,4,9,1.2688577540449522,8.1,8,9,0.3,9.0,9,9,0.0,4,4,4,0,2,2,2,0,3,3,3,0,0.024124371,3802,950,0.3250829733914482
LinearSVR,10,10361,1037,1036,0.3,4.893384912671316,4.054054054054054,5.405405405405405,0.3890299564115815,4.893384912671316,4.054054054054054,5.405405405405405,0.3890299564115815,7,7,0,0.5,1.474391107220224,0.0,3.175322944147201,0.3995712875670587,7.804725040611184,1.1417023400047144,17.68802132762135,1.9696134890739003,0.0,0,0,0,2.5,0,5,2.5,6.3,6,7,0.458257569,7.0,7,7,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.060458753,0,0,0.6931471805599453
XGBRegressor,5,8061,1613,1612,0.4,4.962194576017747,4.590570719602978,5.583126550868486,0.3946684187509428,4.962194576017747,4.590570719602978,5.583126550868486,0.3946684187509428,5,5,0,0.5,1.674619798243708,0.000229493,4.459491705006817,0.8464268881474397,7.0885146212102885,0.041053142,23.430079126637697,5.197444932249884,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1787745328058597,0,0,0.0
